4.104583,1
5.240814,0
6.958654,2
8.959201,4
11.2269,3
13.81711,0
14.78788,2
14.81365,0
16.11869,1
16.12709,2
17.34188,4
18.687,3
19.70257,2
20.93538,1
22.15053,0
23.45498,4
24.75935,2
25.95164,1
27.39817,0
28.5419,3
29.83889,4
30.35032,2
30.67025,2
30.97438,3
32.18178,0
33.41502,1
34.67057,4
35.67057,4
36.01425,2
37.18253,3
38.39791,3
38.48619,0
40.39962,1
40.4619,2
40.95819,3
41.97444,0
43.43804,4
44.60601,3
44.8861,3
45.24591,2
45.54215,2
45.92633,0
46.99856,1
48.15855,4
49.42303,2
50.8381,3
51.92575,2
53.27775,0
54.39859,1
55.71927,4
57.1018,2
58.14249,0
59.46198,3
60.64679,1
61.79795,4
63.07061,3
64.52663,2
65.09555,2
65.63853,4
11.17559,0
12.32578,2
13.64925,1
14.86889,3
16.06072,4
17.32524,4
17.66886,4
17.98145,4
18.58878,0
19.23003,1
19.80624,2
20.42206,3
21.1206,2
22.14264,1
23.40612,0
24.62199,3
25.2694,3
26.19721,4
27.34214,0
28.44565,2
29.58219,3
30.22258,1
30.99765,0
31.07775,0
31.30255,1
31.58119,2
31.9495,3
32.58164,4
6.241716,4
8.70308,4
11.15224,4
11.72733,0
12.31592,1
12.99961,2
13.63945,3
14.80723,4
15.47124,4
16.12916,1
17.29622,3
18.5754,0
19.69583,2
20.40049,2
21.19144,3
22.20094,1
23.51146,0
24.77541,0
25.3608,1
25.99172,2
27.17752,3
28.43185,0
29.61557,4
30.25536,4
30.98305,4
31.27914,4
31.57519,0
31.85507,0
32.1688,1
32.48803,1
32.7843,2
33.03946,2
33.61527,3
33.83099,3
34.10319,3
34.36815,3
34.67957,2
34.92886,2
35.21608,1
35.50467,1
35.86307,0
36.53555,4
37.20792,4
37.77644,4
38.39978,4
39.59948,2
40.21649,1
40.88,3
42.00778,3
43.32858,0
70.66353,4
70.8875,4
6.250361,4
7.399858,4
8.703782,4
9.855628,4
11.14476,0
12.28386,1
13.62376,2
14.76887,3
16.15216,3
17.27979,2
18.56048,1
19.70414,0
21.04843,4
22.3761,0
23.68066,1
24.71208,2
25.98365,3
27.24016,3
28.59208,2
29.56077,1
30.26538,1
30.92047,0
32.26492,4
33.48141,1
34.6482,3
35.90397,0
35.91181,2
37.14478,2
37.15162,0
38.37584,3
39.58454,3
39.59214,1
40.89683,0
42.10374,2
43.26418,3
44.42436,1
45.70486,4
47.00101,1
48.18378,2
49.43177,3
50.76016,3
51.88786,0
53.18463,1
54.32013,2
55.80785,3
56.88039,0
58.14437,1
59.33626,4
60.60109,4
61.75992,0
62.98484,1
64.18387,2
65.04036,3
65.6158,3
65.9206,2
66.24091,1
66.68838,0
67.14432,4
67.68045,4
68.13638,4
68.68847,4
69.25715,4
6.229865,4
7.412006,0
5.483288,4
6.177439,0
7.340488,1
8.609964,2
9.793051,3
11.16171,1
12.23332,3
13.50547,0
14.68111,4
15.30521,2
16.0416,1
17.19327,0
18.66593,3
19.58595,1
20.38474,2
21.04918,3
22.11409,0
22.89784,2
22.99338,2
23.49834,1
24.24079,3
24.68866,4
25.92178,1
26.56145,0
27.15295,3
27.76908,3
28.43472,2
29.04982,4
29.60968,4
30.22549,0
30.97766,3
31.53743,1
32.20936,0
32.79309,2
33.44867,4
34.08878,0
34.65002,1
35.26551,2
35.96083,3
36.56132,3
37.12928,0
37.76138,2
38.29783,1
38.95419,0
39.53719,3
40.22623,2
40.65791,2
41.07336,3
41.30539,3
41.55363,1
41.77034,1
42.0819,0
42.37762,0
42.7134,4
43.3134,0
43.56907,0
43.91358,1
44.16983,1
44.49736,2
44.78496,2
45.1132,3
45.42548,3
45.73798,4
46.87419,1
47.50545,1
48.16948,0
49.40183,3
50.00172,2
50.48244,1
50.80968,3
51.84128,0
52.66531,4
53.22509,4
54.32185,1
55.00085,2
55.64888,0
56.77702,3
57.45849,1
58.12983,2
59.39399,0
59.87467,4
60.1858,3
60.56142,1
61.68179,0
62.48936,2
63.05782,3
64.20219,4
64.84166,0
65.29824,1
65.61702,3
70.04123,4
