4.049713,4
5.262475,3
6.486104,0
7.790344,2
8.870779,1
9.710322,3
10.17488,0
11.30204,4
12.68646,3
13.72636,0
14.43865,4
15.15927,2
16.38262,1
17.01413,0
17.62988,3
18.78361,4
19.52695,1
20.35054,0
20.35054,2
21.28668,1
21.28668,3
22.83834,2
23.73474,4
24.33444,0
25.07107,0
25.078,3
26.22258,1
26.9101,2
27.57563,4
27.58251,3
28.65459,0
29.32684,1
30.22296,3
30.67788,2
31.29534,1
31.83813,0
32.55108,4
33.67802,2
34.38313,0
34.92699,1
36.18267,3
36.99072,0
37.43113,2
38.06238,4
38.65551,1
39.2463,3
39.97547,4
39.97547,2
40.69489,1
41.92652,4
42.20693,4
42.53459,0
42.83039,0
43.14315,1
43.43131,1
43.74315,2
44.04315,2
44.36662,3
44.66662,3
45.96633,0
46.63044,1
47.27028,4
48.46313,2
49.08633,2
49.75103,1
50.89526,3
51.5501,0
52.23882,2
53.44617,4
54.10316,1
54.7821,0
55.88045,2
56.54286,3
57.23022,0
58.38277,4
58.70673,4
59.67108,1
60.83024,2
61.54226,3
62.17549,0
63.31071,4
64.04652,1
64.69438,3
67.53404,4
28.50398,4
30.23405,0
30.6857,1
31.10814,2
31.26107,3
32.43761,0
32.75688,1
33.16723,2
33.49352,3
33.76365,0
34.34043,4
34.77078,1
35.15335,2
